transaction_id,transaction_date,vendor_name,category,amount,amount_clean,transaction_status
2211,2021-02-04,Microsoft,Software,494.54,494.54,Completed
2212,2021-02-04,Amazon,"Office Supplies",1141.1,1141.10,Completed
2213,2021-02-04,FedEx,Shipping,237,237.00,Completed
2214,2021-02-04,Microsoft,Software,393.7,393.70,Completed
2215,2021-02-04,Slack,Software,87.00,87.00,Completed
2216,2021-02-04,"American Airlines",Travel,1051.41,1051.41,Completed
2217,2021-02-05,"American Airlines",Travel,1550.84,1550.84,Completed
2218,2021-02-05,"Delta Airlines",Travel,2069.59,2069.59,Completed
2219,2021-02-05,FedEx,Shipping,228.75,228.75,Completed
2220,2021-02-05,Staples,"Office Supplies",382.64,382.64,Completed
2221,2021-02-05,Uber,Travel,55.93,55.93,Completed
2222,2021-02-05,Uber,Travel,61,61.00,Completed
2223,2021-02-06,"LinkedIn Ads",Marketing,1954.6,1954.60,Completed
2224,2021-02-06,Mailchimp,Marketing,299.0,299.00,Completed
2225,2021-02-06,Microsoft,Software,390.8,390.80,Completed
2226,2021-02-06,"Office Depot","Office Supplies",355.14,355.14,Completed
2227,2021-02-06,"Office Depot","Office Supplies",247.9,247.90,Completed
2228,2021-02-06,Stripe,Software,59.00,59.00,Completed
2229,2021-02-06,Slack,Software,87.00,87.00,Completed
2230,2021-02-07,Notion,Software,16,16.00,Completed
2231,2021-02-07,"American Airlines",Travel,2287.01,2287.01,Completed
2232,2021-02-07,Staples,"Office Supplies",219.5,219.50,Completed
2233,2021-02-08,Notion,Software,16.00,16.00,Completed
2234,2021-02-08,Staples,"Office Supplies",N/A,NULL,N/A
2235,2021-02-08,HubSpot,Marketing,1026.78,1026.78,Completed
2236,2021-02-08,Dropbox,Software,23.37,23.37,Completed
2237,2021-02-08,"Office Depot","Office Supplies",383.90,383.90,Completed
2238,2021-02-09,Asana,Software,Refunded,NULL,Refunded
2239,2021-02-09,Salesforce,Software,800.00,800.00,Completed
2240,2021-02-09,QuickBooks,Software,70.96,70.96,Completed
2241,2021-02-09,WeWork,Rent,3200,3200.00,Completed
2242,2021-02-10,"Google Ads",Marketing,1942.24,1942.24,Completed
2243,2021-02-10,Mailchimp,Marketing,299,299.00,Completed
2244,2021-02-10,DHL,Shipping,145.2,145.20,Completed
2245,2021-02-10,"American Airlines",Travel,1076,1076.00,Completed
2246,2021-02-10,Asana,Software,67.67,67.67,Completed
2247,2021-02-10,DHL,Shipping,209.45,209.45,Completed
2248,2021-02-10,Zoom,Software,149.00,149.00,Completed
2249,2021-02-11,HubSpot,Marketing,572.83,572.83,Completed
2250,2021-02-11,Marriott,Travel,Pending,NULL,Pending
2251,2021-02-11,Stripe,Software,59.0,59.00,Completed
2252,2021-02-11,Expensify,Software,50.0,50.00,Completed
2253,2021-02-11,"American Airlines",Travel,601,601.00,Completed
2254,2021-02-11,QuickBooks,Software,140,140.00,Completed
2255,2021-02-11,Notion,Software,16.00,16.00,Completed
2256,2021-02-12,Zoom,Software,149.0,149.00,Completed
2257,2021-02-12,Amazon,"Office Supplies",1931,1931.00,Completed
2258,2021-02-12,Slack,Software,87.0,87.00,Completed
2259,2021-02-12,WeWork,Rent,Pending,NULL,Pending
2260,2021-02-12,"Office Depot","Office Supplies",158.43,158.43,Completed
2261,2021-02-12,Stripe,Software,59.00,59.00,Completed
2262,2021-02-13,Slack,Software,87,87.00,Completed
2263,2021-02-13,Notion,Software,16,16.00,Completed
2264,2021-02-13,"American Airlines",Travel,1802,1802.00,Completed
2265,2021-02-13,Asana,Software,Pending,NULL,Pending
2266,2021-02-13,"Office Depot","Office Supplies",213.1,213.10,Completed
2267,2021-02-13,AWS,Software,3043.09,3043.09,Completed
2268,2021-02-14,Zoom,Software,149,149.00,Completed
2269,2021-02-14,Uber,Travel,277,277.00,Completed
2270,2021-02-14,"American Airlines",Travel,2377.1,2377.10,Completed
2271,2021-02-14,"American Airlines",Travel,1481,1481.00,Completed
2272,2021-02-14,Expensify,Software,50.0,50.00,Completed
2273,2021-02-14,Dropbox,Software,24.42,24.42,Completed
2274,2021-02-14,Microsoft,Software,Pending,NULL,Pending
2275,2021-02-14,"LinkedIn Ads",Marketing,1655.87,1655.87,Completed
2276,2021-02-15,Marriott,Travel,N/A,NULL,N/A
2277,2021-02-15,Uber,Travel,52.8,52.80,Completed
2278,2021-02-15,Amazon,"Office Supplies",1928.12,1928.12,Completed
2279,2021-02-16,AWS,Software,2672.06,2672.06,Completed
2280,2021-02-16,Staples,"Office Supplies",54.87,54.87,Completed
2281,2021-02-16,"American Airlines",Travel,1389,1389.00,Completed
2282,2021-02-16,Mailchimp,Marketing,299.00,299.00,Completed
2283,2021-02-16,Asana,Software,61.41,61.41,Completed
2284,2021-02-16,"Google Ads",Marketing,1002,1002.00,Completed
2285,2021-02-17,"LinkedIn Ads",Marketing,1243.26,1243.26,Completed
2286,2021-02-17,Salesforce,Software,800.00,800.00,Completed
2287,2021-02-17,Microsoft,Software,254.71,254.71,Completed
2288,2021-02-18,Marriott,Travel,434,434.00,Completed
2289,2021-02-18,QuickBooks,Software,117.0,117.00,Completed
2290,2021-02-18,Asana,Software,"No Charge",NULL,"No Charge"
2291,2021-02-19,Expensify,Software,50.00,50.00,Completed
2292,2021-02-19,FedEx,Shipping,271,271.00,Completed
2293,2021-02-19,Amazon,"Office Supplies",292.54,292.54,Completed
2294,2021-02-19,Dropbox,Software,20.14,20.14,Completed
2295,2021-02-19,AWS,Software,233,233.00,Completed
2296,2021-02-19,Mailchimp,Marketing,299,299.00,Completed
2297,2021-02-19,"LinkedIn Ads",Marketing,1838,1838.00,Completed
2298,2021-02-20,Expensify,Software,50.00,50.00,Completed
2299,2021-02-20,FedEx,Shipping,TBD,NULL,TBD
2300,2021-02-20,"American Airlines",Travel,755.70,755.70,Completed
2301,2021-02-21,Staples,"Office Supplies",197.37,197.37,Completed
2302,2021-02-21,"Google Ads",Marketing,2598,2598.00,Completed
2303,2021-02-21,Slack,Software,87.00,87.00,Completed
2304,2021-02-21,Salesforce,Software,800.0,800.00,Completed
2305,2021-02-22,Marriott,Travel,565.6,565.60,Completed
2306,2021-02-22,Zoom,Software,"No Charge",NULL,"No Charge"
2307,2021-02-22,Zoom,Software,149.00,149.00,Completed
2308,2021-02-22,Uber,Travel,213.14,213.14,Completed
2309,2021-02-22,"LinkedIn Ads",Marketing,1220.29,1220.29,Completed
2310,2021-02-22,"Office Depot","Office Supplies",231.61,231.61,Completed
2311,2021-02-22,Mailchimp,Marketing,Pending,NULL,Pending
2312,2021-02-23,Mailchimp,Marketing,299.0,299.00,Completed
2313,2021-02-23,"American Airlines",Travel,Waived,NULL,Waived
2314,2021-02-23,Dropbox,Software,21.11,21.11,Completed
2315,2021-02-23,Mailchimp,Marketing,299,299.00,Completed
2316,2021-02-23,"Delta Airlines",Travel,2344.02,2344.02,Completed
2317,2021-02-23,WeWork,Rent,3200,3200.00,Completed
2318,2021-02-23,"American Airlines",Travel,1973,1973.00,Completed
2319,2021-02-23,"LinkedIn Ads",Marketing,1218.79,1218.79,Completed
2320,2021-02-24,Slack,Software,87,87.00,Completed
2321,2021-02-24,"American Airlines",Travel,1370.61,1370.61,Completed
2322,2021-02-24,"Google Ads",Marketing,Waived,NULL,Waived
2323,2021-02-24,Salesforce,Software,800.00,800.00,Completed
2324,2021-02-24,"LinkedIn Ads",Marketing,777,777.00,Completed
2325,2021-02-25,Microsoft,Software,189.04,189.04,Completed
2326,2021-02-25,Salesforce,Software,800,800.00,Completed
2327,2021-02-25,Mailchimp,Marketing,299.0,299.00,Completed
2328,2021-02-25,WeWork,Rent,3200.00,3200.00,Completed
2329,2021-02-25,Uber,Travel,188.37,188.37,Completed
2330,2021-02-26,"American Airlines",Travel,N/A,NULL,N/A
2331,2021-02-26,Asana,Software,54.00,54.00,Completed
2332,2021-02-26,HubSpot,Marketing,Declined,NULL,Declined
2333,2021-02-26,"LinkedIn Ads",Marketing,1325,1325.00,Completed
2334,2021-02-27,Expensify,Software,Refunded,NULL,Refunded
2335,2021-02-27,WeWork,Rent,3200.00,3200.00,Completed
2336,2021-02-27,"Google Ads",Marketing,2417.71,2417.71,Completed
2337,2021-02-27,Microsoft,Software,165.91,165.91,Completed
2338,2021-02-27,Marriott,Travel,516.54,516.54,Completed
2339,2021-02-28,Expensify,Software,50.0,50.00,Completed
2340,2021-02-28,Staples,"Office Supplies",262.53,262.53,Completed
2341,2021-02-28,"Google Ads",Marketing,2344.12,2344.12,Completed
2342,2021-02-28,Dropbox,Software,19,19.00,Completed
2343,2021-03-01,Mailchimp,Marketing,299.00,299.00,Completed
2344,2021-03-01,"Google Ads",Marketing,1404,1404.00,Completed
2345,2021-03-01,Uber,Travel,202,202.00,Completed
2346,2021-03-01,Zoom,Software,149.00,149.00,Completed
2347,2021-03-01,"Delta Airlines",Travel,Pending,NULL,Pending
2348,2021-03-02,Asana,Software,98,98.00,Completed
2349,2021-03-02,Marriott,Travel,210,210.00,Completed
2350,2021-03-02,Salesforce,Software,800.00,800.00,Completed
2351,2021-03-02,FedEx,Shipping,97.01,97.01,Completed
2352,2021-03-02,Stripe,Software,59.00,59.00,Completed
2353,2021-03-02,Marriott,Travel,485,485.00,Completed
2354,2021-03-02,QuickBooks,Software,132.5,132.50,Completed
2355,2021-03-02,Mailchimp,Marketing,299.0,299.00,Completed
2356,2021-03-03,Expensify,Software,50,50.00,Completed
2357,2021-03-03,Zoom,Software,Declined,NULL,Declined
2358,2021-03-03,Expensify,Software,50.00,50.00,Completed
2359,2021-03-03,Notion,Software,16,16.00,Completed
2360,2021-03-04,Microsoft,Software,207.0,207.00,Completed
2361,2021-03-04,DHL,Shipping,"No Charge",NULL,"No Charge"
2362,2021-03-04,"LinkedIn Ads",Marketing,867.9,867.90,Completed
2363,2021-03-05,Marriott,Travel,387.05,387.05,Completed
2364,2021-03-05,Asana,Software,36.98,36.98,Completed
2365,2021-03-05,Amazon,"Office Supplies",1550.55,1550.55,Completed
2366,2021-03-06,Mailchimp,Marketing,299.00,299.00,Completed
2367,2021-03-06,Amazon,"Office Supplies",Waived,NULL,Waived
2368,2021-03-06,Salesforce,Software,Declined,NULL,Declined
2369,2021-03-06,AWS,Software,3846.42,3846.42,Completed
2370,2021-03-07,Salesforce,Software,800,800.00,Completed
2371,2021-03-07,QuickBooks,Software,"No Charge",NULL,"No Charge"
2372,2021-03-07,Slack,Software,TBD,NULL,TBD
2373,2021-03-07,"LinkedIn Ads",Marketing,712.75,712.75,Completed
2374,2021-03-07,Mailchimp,Marketing,299,299.00,Completed
2375,2021-03-08,DHL,Shipping,111.57,111.57,Completed
2376,2021-03-08,AWS,Software,"No Charge",NULL,"No Charge"
2377,2021-03-08,Microsoft,Software,275.06,275.06,Completed
2378,2021-03-08,FedEx,Shipping,280.06,280.06,Completed
2379,2021-03-09,Zoom,Software,149.00,149.00,Completed
2380,2021-03-09,DHL,Shipping,120,120.00,Completed
2381,2021-03-09,Asana,Software,87.23,87.23,Completed
2382,2021-03-09,Stripe,Software,59,59.00,Completed
2383,2021-03-09,"American Airlines",Travel,2436.31,2436.31,Completed
2384,2021-03-09,"Office Depot","Office Supplies",338.2,338.20,Completed
2385,2021-03-09,Expensify,Software,50.0,50.00,Completed
2386,2021-03-10,Slack,Software,87,87.00,Completed
2387,2021-03-10,Zoom,Software,149.00,149.00,Completed
2388,2021-03-10,"Office Depot","Office Supplies",211.0,211.00,Completed
2389,2021-03-11,"American Airlines",Travel,2923,2923.00,Completed
2390,2021-03-11,Zoom,Software,149.00,149.00,Completed
2391,2021-03-11,Staples,"Office Supplies",196.5,196.50,Completed
2392,2021-03-11,HubSpot,Marketing,828.97,828.97,Completed
2393,2021-03-11,Notion,Software,16.00,16.00,Completed
2394,2021-03-11,"American Airlines",Travel,444.30,444.30,Completed
2395,2021-03-12,FedEx,Shipping,185.18,185.18,Completed
2396,2021-03-12,Uber,Travel,276.07,276.07,Completed
2397,2021-03-12,Microsoft,Software,311.1,311.10,Completed
2398,2021-03-13,"Delta Airlines",Travel,Declined,NULL,Declined
2399,2021-03-13,Slack,Software,87.0,87.00,Completed
2400,2021-03-13,Marriott,Travel,161,161.00,Completed
2401,2021-03-13,Uber,Travel,219.38,219.38,Completed
2402,2021-03-14,Asana,Software,Pending,NULL,Pending
2403,2021-03-14,Zoom,Software,N/A,NULL,N/A
2404,2021-03-14,"LinkedIn Ads",Marketing,724.58,724.58,Completed
2405,2021-03-14,Marriott,Travel,387.4,387.40,Completed
2406,2021-03-14,"LinkedIn Ads",Marketing,1583.84,1583.84,Completed
2407,2021-03-14,Microsoft,Software,Waived,NULL,Waived
2408,2021-03-15,Asana,Software,82.58,82.58,Completed
2409,2021-03-15,Staples,"Office Supplies",341.4,341.40,Completed
2410,2021-03-15,HubSpot,Marketing,969,969.00,Completed
2411,2021-03-16,Mailchimp,Marketing,299.00,299.00,Completed
2412,2021-03-16,Dropbox,Software,18.78,18.78,Completed
2413,2021-03-16,Staples,"Office Supplies",266.67,266.67,Completed
2414,2021-03-16,Marriott,Travel,589.19,589.19,Completed
2415,2021-03-16,"American Airlines",Travel,1511.6,1511.60,Completed
2416,2021-03-16,Staples,"Office Supplies",107.7,107.70,Completed
2417,2021-03-16,"Delta Airlines",Travel,Pending,NULL,Pending
2418,2021-03-16,Asana,Software,84.52,84.52,Completed
2419,2021-03-17,"Google Ads",Marketing,N/A,NULL,N/A
2420,2021-03-17,Amazon,"Office Supplies",1537.39,1537.39,Completed
2421,2021-03-17,QuickBooks,Software,170.80,170.80,Completed
2422,2021-03-17,Notion,Software,16.0,16.00,Completed
2423,2021-03-17,Uber,Travel,Pending,NULL,Pending
2424,2021-03-18,FedEx,Shipping,235.44,235.44,Completed
2425,2021-03-18,Salesforce,Software,800.00,800.00,Completed
2426,2021-03-18,"American Airlines",Travel,2089.12,2089.12,Completed
2427,2021-03-19,"Office Depot","Office Supplies",100.6,100.60,Completed
2428,2021-03-19,AWS,Software,3014,3014.00,Completed
2429,2021-03-19,"Google Ads",Marketing,1209.15,1209.15,Completed
2430,2021-03-19,"American Airlines",Travel,848.40,848.40,Completed
2431,2021-03-19,"Office Depot","Office Supplies",367,367.00,Completed
2432,2021-03-19,Expensify,Software,50,50.00,Completed
2433,2021-03-19,Asana,Software,89.9,89.90,Completed
2434,2021-03-20,"Delta Airlines",Travel,2493.42,2493.42,Completed
2435,2021-03-20,Notion,Software,16.00,16.00,Completed
2436,2021-03-20,Zoom,Software,149.00,149.00,Completed
2437,2021-03-20,AWS,Software,651,651.00,Completed
2438,2021-03-21,WeWork,Rent,3200.00,3200.00,Completed
2439,2021-03-21,WeWork,Rent,3200,3200.00,Completed
2440,2021-03-21,AWS,Software,4896.7,4896.70,Completed
2441,2021-03-21,QuickBooks,Software,170.1,170.10,Completed
2442,2021-03-22,FedEx,Shipping,263.34,263.34,Completed
2443,2021-03-22,Expensify,Software,50,50.00,Completed
2444,2021-03-22,FedEx,Shipping,61.7,61.70,Completed
2445,2021-03-23,DHL,Shipping,34.60,34.60,Completed
2446,2021-03-23,Marriott,Travel,505.77,505.77,Completed
2447,2021-03-23,Zoom,Software,149.00,149.00,Completed
2448,2021-03-23,Notion,Software,Refunded,NULL,Refunded
2449,2021-03-23,Expensify,Software,50.0,50.00,Completed
2450,2021-03-24,HubSpot,Marketing,1120.10,1120.10,Completed
2451,2021-03-24,"Google Ads",Marketing,2775.8,2775.80,Completed
2452,2021-03-24,"Office Depot","Office Supplies",233.56,233.56,Completed
2453,2021-03-24,Salesforce,Software,800.00,800.00,Completed
2454,2021-03-24,"American Airlines",Travel,Refunded,NULL,Refunded
2455,2021-03-24,Uber,Travel,177.17,177.17,Completed
2456,2021-03-24,QuickBooks,Software,77.8,77.80,Completed
2457,2021-03-24,Uber,Travel,282.8,282.80,Completed
2458,2021-03-25,"Delta Airlines",Travel,419.0,419.00,Completed
2459,2021-03-25,Stripe,Software,59.00,59.00,Completed
2460,2021-03-25,WeWork,Rent,TBD,NULL,TBD
2461,2021-03-25,"American Airlines",Travel,1463.98,1463.98,Completed
2462,2021-03-25,DHL,Shipping,225.94,225.94,Completed
2463,2021-03-25,WeWork,Rent,3200,3200.00,Completed
2464,2021-03-26,"Delta Airlines",Travel,1068.4,1068.40,Completed
2465,2021-03-26,HubSpot,Marketing,951.1,951.10,Completed
2466,2021-03-26,FedEx,Shipping,277.28,277.28,Completed
2467,2021-03-26,HubSpot,Marketing,1026.46,1026.46,Completed
2468,2021-03-27,DHL,Shipping,155,155.00,Completed
2469,2021-03-27,Amazon,"Office Supplies",385.96,385.96,Completed
2470,2021-03-27,AWS,Software,Waived,NULL,Waived
2471,2021-03-27,"LinkedIn Ads",Marketing,894.2,894.20,Completed
2472,2021-03-27,Zoom,Software,149.00,149.00,Completed
2473,2021-03-27,Uber,Travel,89.0,89.00,Completed
2474,2021-03-27,"American Airlines",Travel,1729.0,1729.00,Completed
2475,2021-03-27,"Delta Airlines",Travel,1065.79,1065.79,Completed
2476,2021-03-28,FedEx,Shipping,44.21,44.21,Completed
2477,2021-03-28,"American Airlines",Travel,1597.6,1597.60,Completed
2478,2021-03-28,"LinkedIn Ads",Marketing,1027.6,1027.60,Completed
2479,2021-03-28,Dropbox,Software,24.74,24.74,Completed
2480,2021-03-28,Expensify,Software,50.00,50.00,Completed
2481,2021-03-29,"LinkedIn Ads",Marketing,1072.3,1072.30,Completed
2482,2021-03-29,QuickBooks,Software,86.82,86.82,Completed
2483,2021-03-29,WeWork,Rent,Waived,NULL,Waived
2484,2021-03-29,Amazon,"Office Supplies",1270.9,1270.90,Completed
2485,2021-03-29,Marriott,Travel,488.28,488.28,Completed
2486,2021-03-29,QuickBooks,Software,107.73,107.73,Completed
2487,2021-03-29,DHL,Shipping,90.23,90.23,Completed
2488,2021-03-30,HubSpot,Marketing,704.9,704.90,Completed
2489,2021-03-30,Slack,Software,87.0,87.00,Completed
2490,2021-03-30,"LinkedIn Ads",Marketing,1862.0,1862.00,Completed
2491,2021-03-30,Amazon,"Office Supplies",1885,1885.00,Completed
2492,2021-03-30,Stripe,Software,59.0,59.00,Completed
2493,2021-03-30,DHL,Shipping,79.3,79.30,Completed
2494,2021-03-31,Amazon,"Office Supplies",149,149.00,Completed
2495,2021-03-31,Salesforce,Software,800.0,800.00,Completed
2496,2021-03-31,Mailchimp,Marketing,299.0,299.00,Completed
2497,2021-04-01,Notion,Software,16.0,16.00,Completed
2498,2021-04-01,Marriott,Travel,228.17,228.17,Completed
2499,2021-04-01,"LinkedIn Ads",Marketing,846.45,846.45,Completed
2500,2021-04-02,Slack,Software,87,87.00,Completed
2501,2021-04-02,HubSpot,Marketing,527.24,527.24,Completed
2502,2021-04-02,WeWork,Rent,TBD,NULL,TBD
2503,2021-04-02,Notion,Software,16.00,16.00,Completed
2504,2021-04-02,Notion,Software,16.00,16.00,Completed
2505,2021-04-02,Expensify,Software,50.00,50.00,Completed
2506,2021-04-02,Mailchimp,Marketing,299.00,299.00,Completed
2507,2021-04-03,Mailchimp,Marketing,299.0,299.00,Completed
2508,2021-04-03,"Office Depot","Office Supplies","No Charge",NULL,"No Charge"
2509,2021-04-03,Zoom,Software,149.00,149.00,Completed
2510,2021-04-03,Slack,Software,87.00,87.00,Completed
2511,2021-04-03,Zoom,Software,149.00,149.00,Completed
2512,2021-04-03,WeWork,Rent,3200.00,3200.00,Completed
2513,2021-04-03,Staples,"Office Supplies",85.2,85.20,Completed
2514,2021-04-04,AWS,Software,Waived,NULL,Waived
2515,2021-04-04,"LinkedIn Ads",Marketing,1062.9,1062.90,Completed
2516,2021-04-04,"Google Ads",Marketing,Declined,NULL,Declined
2517,2021-04-05,Notion,Software,16.00,16.00,Completed
2518,2021-04-05,Salesforce,Software,800.00,800.00,Completed
2519,2021-04-05,"Google Ads",Marketing,2208.72,2208.72,Completed
2520,2021-04-05,"Delta Airlines",Travel,1633.44,1633.44,Completed
2521,2021-04-05,"Delta Airlines",Travel,Declined,NULL,Declined
2522,2021-04-05,Amazon,"Office Supplies",722.33,722.33,Completed
2523,2021-04-05,Stripe,Software,59.00,59.00,Completed
2524,2021-04-05,FedEx,Shipping,224.1,224.10,Completed
2525,2021-04-06,AWS,Software,2293.10,2293.10,Completed
2526,2021-04-06,Stripe,Software,59,59.00,Completed
2527,2021-04-06,Staples,"Office Supplies",86,86.00,Completed
2528,2021-04-06,"Google Ads",Marketing,2944.1,2944.10,Completed
2529,2021-04-06,"LinkedIn Ads",Marketing,1824,1824.00,Completed
2530,2021-04-06,Salesforce,Software,800.0,800.00,Completed
2531,2021-04-06,"Delta Airlines",Travel,1547.71,1547.71,Completed
2532,2021-04-06,Expensify,Software,N/A,NULL,N/A
2533,2021-04-07,Notion,Software,16,16.00,Completed
2534,2021-04-07,Staples,"Office Supplies",60,60.00,Completed
2535,2021-04-07,"LinkedIn Ads",Marketing,1686.34,1686.34,Completed
2536,2021-04-07,"Delta Airlines",Travel,1745,1745.00,Completed
2537,2021-04-07,Slack,Software,87,87.00,Completed
2538,2021-04-08,Expensify,Software,50.00,50.00,Completed
2539,2021-04-08,HubSpot,Marketing,452.99,452.99,Completed
2540,2021-04-08,Dropbox,Software,17.17,17.17,Completed
2541,2021-04-08,Notion,Software,16.0,16.00,Completed
2542,2021-04-09,Salesforce,Software,Refunded,NULL,Refunded
2543,2021-04-09,AWS,Software,424.60,424.60,Completed
2544,2021-04-09,Slack,Software,87.0,87.00,Completed
2545,2021-04-09,Mailchimp,Marketing,299.00,299.00,Completed
2546,2021-04-09,Expensify,Software,50.0,50.00,Completed
2547,2021-04-10,HubSpot,Marketing,Waived,NULL,Waived
2548,2021-04-10,Amazon,"Office Supplies",TBD,NULL,TBD
2549,2021-04-10,"LinkedIn Ads",Marketing,1584,1584.00,Completed
2550,2021-04-11,WeWork,Rent,3200.00,3200.00,Completed
2551,2021-04-11,Staples,"Office Supplies",154.5,154.50,Completed
2552,2021-04-11,QuickBooks,Software,175,175.00,Completed
2553,2021-04-11,Asana,Software,37.19,37.19,Completed
2554,2021-04-11,Zoom,Software,149.0,149.00,Completed
2555,2021-04-11,Mailchimp,Marketing,299,299.00,Completed
2556,2021-04-12,Amazon,"Office Supplies",1874,1874.00,Completed
2557,2021-04-12,Uber,Travel,59.92,59.92,Completed
2558,2021-04-12,Stripe,Software,59.0,59.00,Completed
2559,2021-04-12,Stripe,Software,59.0,59.00,Completed
2560,2021-04-12,Slack,Software,87.0,87.00,Completed
2561,2021-04-12,QuickBooks,Software,108.08,108.08,Completed
2562,2021-04-12,Notion,Software,16,16.00,Completed
2563,2021-04-13,"Office Depot","Office Supplies",373,373.00,Completed
2564,2021-04-13,"Office Depot","Office Supplies",N/A,NULL,N/A
2565,2021-04-13,Mailchimp,Marketing,299.00,299.00,Completed
2566,2021-04-13,"American Airlines",Travel,418.45,418.45,Completed
2567,2021-04-13,"Delta Airlines",Travel,328.9,328.90,Completed
2568,2021-04-14,AWS,Software,701,701.00,Completed
2569,2021-04-14,"Office Depot","Office Supplies",473.86,473.86,Completed
2570,2021-04-14,Dropbox,Software,16,16.00,Completed
2571,2021-04-14,Staples,"Office Supplies",391.27,391.27,Completed
2572,2021-04-15,"Delta Airlines",Travel,451,451.00,Completed
2573,2021-04-15,Notion,Software,16.00,16.00,Completed
2574,2021-04-15,Marriott,Travel,Refunded,NULL,Refunded
2575,2021-04-15,"Google Ads",Marketing,1520.2,1520.20,Completed
2576,2021-04-15,FedEx,Shipping,109.05,109.05,Completed
2577,2021-04-15,FedEx,Shipping,152.2,152.20,Completed
2578,2021-04-16,Salesforce,Software,800.00,800.00,Completed
2579,2021-04-16,Uber,Travel,205.1,205.10,Completed
2580,2021-04-16,"Delta Airlines",Travel,946,946.00,Completed
2581,2021-04-16,Dropbox,Software,21.07,21.07,Completed
2582,2021-04-16,DHL,Shipping,36.22,36.22,Completed
2583,2021-04-16,Mailchimp,Marketing,299,299.00,Completed
2584,2021-04-16,Mailchimp,Marketing,Declined,NULL,Declined
2585,2021-04-17,"American Airlines",Travel,2204.31,2204.31,Completed
2586,2021-04-17,Mailchimp,Marketing,299,299.00,Completed
2587,2021-04-17,AWS,Software,1187,1187.00,Completed
2588,2021-04-17,QuickBooks,Software,87.44,87.44,Completed
2589,2021-04-17,Slack,Software,87.0,87.00,Completed
2590,2021-04-17,Marriott,Travel,287.40,287.40,Completed
2591,2021-04-17,"Google Ads",Marketing,Declined,NULL,Declined
2592,2021-04-18,Expensify,Software,Refunded,NULL,Refunded
2593,2021-04-18,"LinkedIn Ads",Marketing,1001,1001.00,Completed
2594,2021-04-18,WeWork,Rent,3200.00,3200.00,Completed
2595,2021-04-18,Asana,Software,54.65,54.65,Completed
2596,2021-04-18,AWS,Software,4391.45,4391.45,Completed
2597,2021-04-19,Notion,Software,16.00,16.00,Completed
2598,2021-04-19,Dropbox,Software,20.03,20.03,Completed
2599,2021-04-19,Slack,Software,87.0,87.00,Completed
2600,2021-04-20,Marriott,Travel,307.9,307.90,Completed
2601,2021-04-20,Stripe,Software,Pending,NULL,Pending
2602,2021-04-20,Microsoft,Software,398.6,398.60,Completed
2603,2021-04-20,Slack,Software,87.00,87.00,Completed
2604,2021-04-20,Zoom,Software,149.00,149.00,Completed
2605,2021-04-20,FedEx,Shipping,169.4,169.40,Completed
2606,2021-04-21,"Delta Airlines",Travel,1937.6,1937.60,Completed
2607,2021-04-21,QuickBooks,Software,64.0,64.00,Completed
2608,2021-04-21,Dropbox,Software,16,16.00,Completed
2609,2021-04-21,Salesforce,Software,800,800.00,Completed
2610,2021-04-21,Microsoft,Software,216,216.00,Completed
2611,2021-04-22,Slack,Software,87,87.00,Completed
2612,2021-04-22,Microsoft,Software,Waived,NULL,Waived
2613,2021-04-22,Zoom,Software,149,149.00,Completed
2614,2021-04-22,Asana,Software,69.1,69.10,Completed
2615,2021-04-22,Microsoft,Software,172.6,172.60,Completed
2616,2021-04-22,Uber,Travel,88.68,88.68,Completed
2617,2021-04-22,Uber,Travel,Pending,NULL,Pending
2618,2021-04-23,Amazon,"Office Supplies",194,194.00,Completed
2619,2021-04-23,Dropbox,Software,21.65,21.65,Completed
2620,2021-04-23,WeWork,Rent,3200.00,3200.00,Completed
2621,2021-04-23,"LinkedIn Ads",Marketing,Declined,NULL,Declined
2622,2021-04-23,Uber,Travel,157.8,157.80,Completed
2623,2021-04-23,"LinkedIn Ads",Marketing,1098,1098.00,Completed
2624,2021-04-23,Microsoft,Software,359.0,359.00,Completed
2625,2021-04-23,DHL,Shipping,222.08,222.08,Completed
2626,2021-04-24,"Office Depot","Office Supplies",123.77,123.77,Completed
2627,2021-04-24,Microsoft,Software,256.8,256.80,Completed
2628,2021-04-24,HubSpot,Marketing,546.7,546.70,Completed
2629,2021-04-24,Slack,Software,87,87.00,Completed
2630,2021-04-24,Dropbox,Software,24.4,24.40,Completed
2631,2021-04-24,FedEx,Shipping,151.2,151.20,Completed
2632,2021-04-24,Expensify,Software,50.0,50.00,Completed
2633,2021-04-24,WeWork,Rent,3200,3200.00,Completed
2634,2021-04-25,Notion,Software,16,16.00,Completed
2635,2021-04-25,Uber,Travel,233.9,233.90,Completed
2636,2021-04-25,DHL,Shipping,26.3,26.30,Completed
2637,2021-04-25,Uber,Travel,52.86,52.86,Completed
2638,2021-04-26,Asana,Software,36.8,36.80,Completed
2639,2021-04-26,"American Airlines",Travel,Waived,NULL,Waived
2640,2021-04-26,Notion,Software,16.00,16.00,Completed
2641,2021-04-26,"American Airlines",Travel,774.2,774.20,Completed
2642,2021-04-26,Zoom,Software,149.00,149.00,Completed
2643,2021-04-27,QuickBooks,Software,90.42,90.42,Completed
2644,2021-04-27,AWS,Software,3193.59,3193.59,Completed
2645,2021-04-27,Amazon,"Office Supplies",390.74,390.74,Completed
